Date,Ticker,Open,High,Low,Close,Volume,Adj_Close,Return,SMA_20,SMA_50,SMA_200,Volatility,BB_upper,BB_lower,RSI
2019-03-07,MSFT,293.6,296.18,292.61,294.4,13452902,294.4,-0.007015650296816167,286.507,,,0.18836668770438553,302.58030457622175,270.43369542377826,78.14371254507319
2019-03-08,MSFT,300.07,303.94,290.4,297.17,45629798,297.17,0.009408967391304479,286.9085,,,0.19062360176558366,303.64617043464943,270.1708295653506,78.86285861795002
2019-03-11,MSFT,300.84,303.09,297.46,300.28,40292797,300.28,0.010465390180704581,287.46,,,0.19322451088288078,305.2182716086421,269.70172839135785,86.66142554472593
2019-03-12,MSFT,298.15,304.3,293.2,298.75,22340269,298.75,-0.005095244438523938,288.144,291.0518,,0.18539129120267775,306.55644933533574,269.73155066466427,79.83551626202575
2019-03-13,MSFT,294.26,297.17,287.43,292.3,28263030,292.3,-0.02158995815899578,288.749,291.1768,,0.19223984320848692,306.8550128424958,270.64298715750425,62.79533160036628
2019-03-14,MSFT,292.91,296.25,286.89,291.57,24851004,291.57,-0.0024974341430038516,289.5075,291.2714,,0.18405670450648556,306.6823615255274,272.33263847447256,57.56457562097471
2019-03-15,MSFT,295.71,300.77,287.72,294.25,55031612,294.25,0.00919161779332578,290.534,291.58820000000003,,0.17928112189403925,306.1160914750502,274.9519085249498,61.42365095120746
2019-03-18,MSFT,300.06,304.02,299.78,301.9,18180684,301.9,0.025998300764655813,291.867,292.018,,0.19601715017815133,306.470887153768,277.26311284623205,62.913907260463674
2019-03-19,MSFT,296.81,300.54,293.45,297.0,26503586,297.0,-0.016230539913878683,293.10200000000003,292.29560000000004,,0.202671051467055,304.5821881517678,281.62181184823226,56.49157579804556
2019-03-20,MSFT,297.48,300.0,290.69,295.35,21065101,295.35,-0.005555555555555425,293.9115,292.4782,,0.18987297544051537,303.35488537646376,284.4681146235362,54.285714267619085
2019-03-21,MSFT,293.88,300.1,287.62,293.86,14092738,293.86,-0.005044862028102282,294.439,292.6604,,0.18633826630656863,302.4605365374124,286.41746346258765,51.51160063929784
2019-03-22,MSFT,300.71,302.41,296.82,299.61,60071236,299.61,0.019567140815354156,295.087,292.9306,,0.1937151736119658,302.53240296177086,287.6415970382291,54.447379992024175
2019-03-25,MSFT,300.11,305.89,293.28,299.58,15584069,299.58,-0.00010013016922005846,295.75149999999996,293.08259999999996,,0.19347835989775197,302.19608573246916,289.3069142675308,51.45267102342229
2019-03-26,MSFT,297.95,299.77,292.08,295.92,27301113,295.92,-0.012217103945523666,295.9205,293.04220000000004,,0.1855762953114597,302.1852500895246,289.65574991047544,49.37050358158302
2019-03-27,MSFT,297.08,300.99,295.75,298.37,12460898,298.37,0.008279264666126052,296.251,293.05080000000004,,0.1870517053953161,302.28475382851707,290.2172461714829,54.4258639740923
2019-03-28,MSFT,297.25,302.79,290.81,296.8,21311516,296.8,-0.005261923115594702,296.50350000000003,293.014,,0.18841967608460272,302.15470676446404,290.852293235536,49.57617409635586
2019-03-29,MSFT,289.67,293.86,289.67,291.87,29596714,291.87,-0.01661051212938003,296.4685,292.7826,,0.19819973507509142,302.2298787640759,290.7071212359241,40.75214425840049
2019-04-01,MSFT,289.46,292.77,283.95,288.36,17975005,288.36,-0.012025901942645634,296.108,292.6048,,0.19862140336381645,302.91373009347643,289.3022699065236,39.05163328668656
2019-04-02,MSFT,296.94,297.42,293.71,295.57,31613889,295.57,0.025003467887362962,295.96950000000004,292.5956,,0.21655537981758768,302.6962618705545,289.24273812944557,53.39141255450155
2019-04-03,MSFT,294.56,300.89,293.68,297.28,22449298,297.28,0.005785431539059971,296.0095,292.5064,,0.21644730250345753,302.75852090364833,289.2604790963517,55.804025192493256
2019-04-04,MSFT,298.9,302.92,292.78,297.85,39761886,297.85,0.0019173842841766486,296.18199999999996,292.3432,,0.21480151620161556,302.9341679949158,289.4298320050841,53.82327950820892
2019-04-05,MSFT,296.42,301.72,292.14,296.93,43102465,296.93,-0.003088803088803105,296.16999999999996,292.1274,,0.21262736446140634,302.91562470284003,289.4243752971599,43.841387841046384
2019-04-08,MSFT,296.02,302.17,294.36,298.27,19770242,298.27,0.004512848146027704,296.0695,292.0644,,0.2097889435667821,302.6142012717793,289.52479872822073,51.726012483713916
2019-04-09,MSFT,299.08,303.63,295.49,299.56,25779225,299.56,0.0043249404901599675,296.11,292.029,,0.20956994340131666,302.7340868288223,289.48591317117774,55.77820475484776
2019-04-10,MSFT,299.07,303.78,298.04,300.91,26903530,300.91,0.004506609694218344,296.54049999999995,292.06780000000003,,0.19340155910655266,303.24070101819314,289.84029898180677,59.71341965180524
2019-04-11,MSFT,301.0,305.77,297.26,301.51,32028160,301.51,0.001993951679904127,297.0375,292.0884,,0.19281954586431682,303.659475774486,290.41552422551405,53.05073857602083
2019-04-12,MSFT,304.62,312.67,297.98,305.33,25144234,305.33,0.012669563198567158,297.5915,292.2506,,0.19498354011239472,305.0345788055244,290.1484211944756,58.23074718536416
2019-04-15,MSFT,307.0,312.27,298.82,305.55,26976340,305.55,0.0007205318835359353,297.774,292.4996,,0.17298904331715792,305.8167238119789,289.7312761880211,65.29056840539636
2019-04-16,MSFT,303.17,303.9,299.13,301.51,22680674,301.51,-0.01322205858288339,297.9995,292.8326,,0.16938576111138115,306.2021606081572,289.7968393918428,54.74607010984142
2019-04-17,MSFT,299.7,300.73,297.39,299.06,26179371,299.06,-0.008125766972903015,298.185,293.01599999999996,,0.17090526039250895,306.30273756399384,290.06726243600616,53.32744402984144
2019-04-18,MSFT,288.23,297.89,284.12,291.0,42016058,291.0,-0.026951113488931977,298.04200000000003,293.0682,,0.1964213688877832,306.5708799782969,289.5131200217032,48.8271771182642
2019-04-19,MSFT,302.08,304.15,294.85,299.5,32372494,299.5,0.029209621993127044,298.0365,293.2754,,0.21181165121510204,306.5612633706923,289.5117366293077,63.23669199417027
2019-04-22,MSFT,304.39,308.04,298.48,303.26,33094863,303.26,0.012554257095158672,298.2205,293.5556,,0.21639336221862795,307.0393254976429,289.40167450235714,59.95340406835754
2019-04-23,MSFT,297.09,306.06,293.7,299.88,33384908,299.88,-0.011145551671832732,298.4185,293.8518,,0.21557697171389506,307.19757865924686,289.63942134075313,53.22580643312257
2019-04-24,MSFT,300.72,302.19,295.44,298.82,23508270,298.82,-0.003534747232226243,298.441,294.2242,,0.21418032296638,307.2218617248855,289.66013827511443,51.18901689834156
2019-04-25,MSFT,294.51,300.62,291.95,296.28,28400496,296.28,-0.008500100394886578,298.415,294.6218,,0.2155717899133396,307.2193685329011,289.6106314670989,49.23367128768514
2019-04-26,MSFT,303.35,310.26,295.49,302.87,16196681,302.87,0.022242473336033575,298.96500000000003,295.2048,,0.2199378424272156,307.41504266572724,290.5149573342728,54.82584975309356
2019-04-29,MSFT,296.83,302.51,291.55,297.03,41529286,297.03,-0.019282200283950335,299.3985,295.64059999999995,,0.22743074265234894,306.30669581900094,292.4903041809991,47.577092498255496
2019-04-30,MSFT,297.15,300.03,295.23,297.63,8212781,297.63,0.002019997980002186,299.50149999999996,296.1472,,0.20999945893792266,306.22839894926784,292.7746010507321,46.81305867362254
2019-05-01,MSFT,299.61,299.61,295.02,297.3,24143530,297.3,-0.001108759197661513,299.5025,296.51,,0.20909167298033776,306.2280142632545,292.7769857367455,45.88786871181034
2019-05-02,MSFT,300.5,303.61,298.15,300.88,39457897,300.88,0.012041708711739041,299.654,296.8614,,0.21331381483517645,306.359257638598,292.94874236140197,45.63297349089577
2019-05-03,MSFT,298.01,306.67,294.45,300.56,14488114,300.56,-0.00106354692900823,299.8355,297.1396,,0.2129711935157063,306.4258293584318,293.2451706415682,45.11263465951857
2019-05-06,MSFT,295.99,296.57,290.17,293.37,29335189,293.37,-0.02392201224381152,299.59049999999996,297.2812,,0.2294847379047483,306.76436330625404,292.4166366937459,42.49077489677362
2019-05-07,MSFT,294.92,294.92,290.87,292.46,19040518,292.46,-0.0031018849916488733,299.2355,297.2796,,0.22882886843615066,307.08645495364664,291.38454504635337,43.733383961027954
2019-05-08,MSFT,289.69,295.52,281.73,288.62,21571101,288.62,-0.01313000068385417,298.621,297.2168,,0.23164399371723954,307.74137372272014,289.5006262772798,47.54335258741522
2019-05-09,MSFT,288.87,291.49,286.63,289.06,36497808,289.06,0.0015244958769315975,297.99850000000004,297.163,,0.23154310005022746,307.9502473207886,288.04675267921147,37.07280830809761
2019-05-10,MSFT,292.64,296.57,292.64,295.04,27061135,295.04,0.020687746488618375,297.48400000000004,297.2124,,0.23988227550513566,306.8887544527102,288.0792455472899,40.352112662795136
2019-05-13,MSFT,289.73,290.87,285.25,288.06,11079909,288.06,-0.02365780911062909,296.60949999999997,297.0622,,0.25204822461829085,306.1084317404911,287.11056825950885,37.207792196517154
2019-05-14,MSFT,282.54,287.73,282.2,284.96,16916772,284.96,-0.01076164687912251,295.782,296.7946,,0.2508503517074404,306.3110767326528,285.25292326734717,35.63432834786734
2019-05-15,MSFT,280.44,286.68,279.08,282.88,36929478,282.88,-0.007299270072992692,294.973,296.5226,,0.2506303198151595,306.8426305977188,283.1033694022812,35.97739638962577
2019-05-16,MSFT,281.7,288.08,274.9,281.49,29917778,281.49,-0.0049137443438913575,294.49750000000006,296.2644,,0.2339534095309722,307.7219046727011,281.273095327299,24.894316572369206
2019-05-17,MSFT,282.6,290.96,278.11,284.53,50306286,284.53,0.010799673167785517,293.749,296.0116,,0.20971366791397966,307.4666350577983,280.0313649422017,34.28858721769632
2019-05-20,MSFT,281.16,287.97,279.94,283.96,49005613,283.96,-0.002003303693810854,292.784,295.6852,,0.2021024222744632,306.399510350525,279.16848964947496,32.80503143498686
2019-05-21,MSFT,285.29,289.51,281.95,285.73,21801478,285.73,0.006233272291872316,292.0765,295.4248,,0.2024611494953385,305.60977015368513,278.5432298463149,35.955328951119824
2019-05-22,MSFT,281.3,287.91,278.79,283.35,68045115,283.35,-0.008329541875196855,291.303,295.24580000000003,,0.20354998620187512,304.98103171435645,277.62496828564355,28.082020495295154
2019-05-23,MSFT,282.45,287.19,281.57,284.38,25245999,284.38,0.003635080289394743,290.70799999999997,295.102,,0.2034236953694768,304.50920147325076,276.9067985267492,30.12285011248845
2019-05-24,MSFT,285.17,289.35,285.17,287.61,17010119,287.61,0.01135804205640345,289.945,294.9692,,0.18942905941628077,302.55065871261576,277.33934128738423,42.16113226482702
2019-05-27,MSFT,283.11,291.56,278.02,284.79,19402848,284.79,-0.009804944195264342,289.33299999999997,294.627,,0.18110640799787653,301.6761073456957,276.98989265430424,40.07761964913105
2019-05-28,MSFT,289.28,290.55,285.52,288.04,10136935,288.04,0.011411917553284967,288.8535,294.4478,,0.1868753302903803,300.5685973668933,277.1384026331067,49.2380451736907
2019-05-29,MSFT,290.15,290.95,285.78,288.36,47545323,288.36,0.0011109568115539314,288.4065,294.308,,0.18711398296894968,299.42620154338425,277.38679845661574,49.077490756797985
2019-05-30,MSFT,292.46,296.96,288.5,292.73,47312788,292.73,0.01515466777639074,287.99899999999997,294.2854,,0.1903906208679534,297.58620616787107,278.41179383212886,46.82080923051221
2019-05-31,MSFT,292.07,296.36,287.7,292.03,16654373,292.03,-0.002391282068800793,287.5725,294.1338,,0.19042674817132293,295.40530785844845,279.73969214155153,56.605657211564704
2019-06-03,MSFT,290.96,295.28,290.96,293.71,22821934,293.71,0.005752833612985064,287.5895,294.0164,,0.17206308768955383,295.47657530343844,279.70242469656154,65.28117356220969
2019-06-04,MSFT,291.13,296.0,291.13,293.66,25974592,293.66,-0.000170235947022368,287.6495,293.9712,,0.1716506046947835,295.708956622666,279.590043377334,70.26315785775631
2019-06-05,MSFT,291.96,297.07,289.7,293.38,17025881,293.38,-0.0009534836205136177,287.8875,293.8714,,0.16433820196428,296.33921268846876,279.4357873115312,73.32287167412628
2019-06-06,MSFT,294.82,300.07,289.06,294.57,12389322,294.57,0.004056172881587106,288.163,293.8268,,0.16471736989385943,297.1197665688251,279.2062334311749,71.23519454326173
2019-06-07,MSFT,298.33,299.75,294.07,296.91,22982493,296.91,0.007943782462572768,288.2565,293.92760000000004,,0.15007089886416036,297.5483125250137,278.9646874749863,75.48209362232392
2019-06-10,MSFT,292.49,295.8,287.95,291.88,21986839,291.88,-0.016941160621063767,288.44750000000005,293.998,,0.13715231199569727,297.8783114848702,279.0166885151299,60.72549700557521
2019-06-11,MSFT,297.27,302.72,293.1,297.91,21402576,297.91,0.020659175003426178,289.095,294.0448,,0.14731589394604852,299.2667575979562,278.92324240204385,72.52475244383203
2019-06-12,MSFT,288.16,296.99,283.76,290.37,27329378,290.37,-0.025309657279044107,289.46950000000004,293.9066,,0.17423723416335832,299.2206294352581,279.718370564742,57.713108400515466
2019-06-13,MSFT,289.33,291.03,284.4,287.72,44286668,287.72,-0.009126287150876378,289.781,293.70399999999995,,0.17687228324174253,298.8317246583963,280.7302753416037,50.14379083131993
2019-06-14,MSFT,286.67,289.66,285.25,287.45,22145597,287.45,-0.0009384123453358706,289.927,293.51439999999997,,0.17325299085785426,298.71135714929176,281.1426428507083,53.72549017500955
2019-06-17,MSFT,290.6,293.51,284.96,289.23,26763874,289.23,0.006192381283701698,290.1905,293.3336,,0.17408061769962596,298.52590950277454,281.85509049722543,51.738241287632604
2019-06-18,MSFT,295.88,301.7,289.91,295.81,33435694,295.81,0.022750060505480008,290.6945,293.2586,,0.18985323785656563,299.1128745774532,282.2761254225468,59.19980239988146
2019-06-19,MSFT,289.7,290.4,286.25,288.33,31203585,288.33,-0.02528650147053857,290.9435,293.007,,0.210297201498779,298.71709978929994,283.1699002107,44.95412842593215
2019-06-20,MSFT,288.73,290.26,282.53,286.4,19552563,286.4,-0.006693719002531795,291.04449999999997,292.7048,,0.21174246933584867,298.5052308094127,283.58376919058725,43.720722716660966
2019-06-21,MSFT,280.45,280.45,276.62,278.11,25982589,278.11,-0.02894553072625683,290.5695,292.1604,,0.2315774725053921,299.92099743145565,281.21800256854436,34.836702945417755
2019-06-24,MSFT,278.54,279.92,276.77,278.34,31121277,278.34,0.0008270108949695043,290.247,291.6162,,0.22963396964376928,300.80478904286696,279.68921095713307,35.16079038178512
2019-06-25,MSFT,279.58,283.61,275.42,279.52,15919349,279.52,0.004239419415103862,289.821,291.1764,,0.22585379488580418,301.39261663636273,278.2493833636373,36.80502664670088
2019-06-26,MSFT,284.59,289.06,282.79,285.93,41441857,285.93,0.022932169433314442,289.6995,290.91380000000004,,0.24179551951933662,301.3861644198915,278.0128355801085,42.51818495678467
2019-06-27,MSFT,289.02,292.8,280.25,286.53,44323339,286.53,0.002098415696149214,289.3895,290.8244,,0.23506627876587888,301.06661116942706,277.71238883057293,40.73214284695978
2019-06-28,MSFT,290.62,295.82,285.9,290.86,18723206,290.86,0.01511185565211326,289.331,290.6516,,0.2417730092016721,300.96405254776016,277.6979474522399,49.07775767292789
2019-07-01,MSFT,291.18,297.5,289.24,293.37,27013691,293.37,0.008629581241834439,289.314,290.4538,,0.2429080728228198,300.92107297977816,277.7069270202219,45.61606796758158
2019-07-02,MSFT,291.31,295.54,287.86,291.7,32323261,291.7,-0.005692470259399451,289.216,290.2902,,0.2437650107984327,300.7010280571571,277.7309719428429,51.44848615290177
2019-07-03,MSFT,283.98,290.39,281.84,286.12,20098198,286.12,-0.019129242372300292,288.853,290.0362,,0.2528564709327338,300.2424117033046,277.46358829669543,48.36199834813535
2019-07-04,MSFT,287.35,289.01,285.67,287.34,30311323,287.34,0.00426394519781903,288.4915,289.85740000000004,,0.25291407315992015,299.5716411258352,277.41135887416476,49.88953603738795
2019-07-05,MSFT,281.86,287.95,275.08,281.51,26687040,281.51,-0.02028955244657893,287.7215,289.4302,,0.2592693220117286,298.47390443122555,276.96909556877443,42.83060920134415
2019-07-08,MSFT,285.85,293.94,279.62,286.78,13897494,286.78,0.01872047174167868,287.4665,289.22520000000003,,0.2638454117409713,298.04413534414437,276.8888646558556,41.40491146811972
2019-07-09,MSFT,283.79,288.71,283.77,286.24,30040316,286.24,-0.0018829764976635577,286.883,288.99739999999997,,0.25142718716145385,296.25359701518863,277.51240298481133,47.7078306499691
2019-07-10,MSFT,293.77,293.77,289.03,291.19,16099993,291.19,0.017293180547792053,286.924,288.8752,,0.2441369976967093,296.3657424796825,277.48225752031743,54.92696974348949
2019-07-11,MSFT,290.94,291.63,287.08,289.35,36399570,289.35,-0.006318898313815602,287.0055,288.64459999999997,,0.24290668119183773,296.50414139869815,277.5068586013018,63.33017075695873
2019-07-12,MSFT,292.53,295.86,285.27,290.56,19113433,290.56,0.00418178676343528,287.161,288.4446,,0.24321391111467297,296.7911957131563,277.5308042868437,64.16318959438382
2019-07-15,MSFT,290.76,296.85,286.22,291.53,23438070,291.53,0.003338381057268691,287.276,288.4078,,0.2425614369076706,297.06386660266617,277.48813339733385,63.98788723746032
2019-07-16,MSFT,292.99,297.87,285.07,291.47,43284187,291.47,-0.00020581072273850864,287.059,288.388,,0.22788495331255626,296.22277054090324,277.8952294590968,57.57244393641303
2019-07-17,MSFT,289.74,295.63,284.02,289.82,30490906,289.82,-0.00566095996157423,287.1335,288.412,,0.20965211338853884,296.36475645778967,277.9022435422104,54.371512071187894
2019-07-18,MSFT,289.79,295.62,287.46,291.54,16233650,291.54,0.005934718100890413,287.39050000000003,288.4616,,0.2088227519301618,296.8198460732137,277.9611539267864,50.970873766031076
2019-07-19,MSFT,285.73,292.86,282.93,287.9,16658310,287.9,-0.012485422240516075,287.88,288.3188,,0.18427650988509545,296.23620664378825,279.52379335621174,42.43430150500463
2019-07-22,MSFT,282.3,288.49,277.86,283.18,19671181,283.18,-0.016394581451892876,288.12199999999996,288.2212,,0.19528725237946307,295.54290248448365,280.70109751551627,39.13265304724851
2019-07-23,MSFT,286.17,292.66,283.87,288.26,29274986,288.26,0.017939119994349717,288.559,288.2872,,0.20421318922685014,294.77928565937407,282.338714340626,52.76485786204888
2019-07-24,MSFT,294.23,295.56,287.1,291.33,28852474,291.33,0.010650107541802623,288.829,288.45619999999997,,0.1914680136216318,295.03757776747136,282.62042223252865,54.91985201556408
2019-07-25,MSFT,289.09,296.94,286.49,291.72,17843421,291.72,0.0013386880856762762,289.0885,288.6608,,0.191429462430007,295.32626705999337,282.85073294000665,64.54001706341336
2019-07-26,MSFT,298.36,303.54,293.89,298.72,15673823,298.72,0.023995612230906405,289.4815,288.94460000000004,,0.2024176500821758,297.03983252287276,281.9231674771272,66.20521170122507
2019-07-29,MSFT,297.43,303.04,292.39,297.72,27980537,297.72,-0.0033476164970540623,289.69899999999996,289.2198,,0.20121402599777727,297.9473322716266,281.45066772837333,65.38873992183804
2019-07-30,MSFT,302.19,308.64,298.17,303.4,23245970,303.4,0.019078328630928176,290.284,289.5732,,0.20962854369315187,300.54414342774464,280.02385657225534,66.0531159367672
2019-07-31,MSFT,304.71,310.17,298.38,304.27,59249786,304.27,0.0028675016479895454,291.1915,289.9916,,0.19411910813653646,302.9954534412035,279.38754655879654,70.12951967129482
2019-08-01,MSFT,297.96,305.42,294.7,300.06,25368729,300.06,-0.013836395306799809,291.8275,290.3052,,0.20316448917331373,304.11835732096023,279.53664267903974,61.85721415711432
2019-08-02,MSFT,309.8,312.79,303.31,308.05,51654481,308.05,0.026628007731787084,293.1545,290.714,,0.20239886369100712,306.44525416655415,279.8637458334458,67.54460490769706
2019-08-05,MSFT,311.43,318.3,306.65,312.48,15653935,312.48,0.014380782340529086,294.4395,291.26779999999997,,0.1989375353558994,309.92379353621834,278.9552064637817,70.41788141912824
2019-08-06,MSFT,312.64,316.44,307.71,312.07,13324316,312.07,-0.001312083973374345,295.731,291.7484,,0.1987095510038715,312.58404395432154,278.87795604567845,72.1569408283171
2019-08-07,MSFT,316.75,318.49,312.29,315.39,15972073,315.39,0.010638638766943265,296.94100000000003,292.289,,0.1943401887382223,315.7793303539961,278.10266964600396,73.01679210534189
2019-08-08,MSFT,316.18,316.18,312.16,313.74,40226570,313.74,-0.005231617996765858,298.1605,292.7092,,0.19360619382580377,318.0577745819482,278.26322541805183,75.93336007500875
2019-08-09,MSFT,319.66,322.68,312.39,317.53,50466838,317.53,0.01208006629693359,299.50899999999996,293.2192,,0.19565609836924422,320.84132378093625,278.17667621906367,85.12988338736311
2019-08-12,MSFT,307.87,312.37,302.04,307.2,18283591,307.2,-0.03253235914716712,300.29249999999996,293.48900000000003,,0.23583462734378355,321.5418109485798,279.04318905142014,67.49168819828441
2019-08-13,MSFT,302.29,310.37,295.56,302.97,20793686,302.97,-0.013769531249999911,300.86749999999995,293.6752,,0.24288060385119334,321.730475389556,280.0045246104439,60.524412281241624
2019-08-14,MSFT,307.29,311.03,303.52,307.27,15662721,307.27,0.01419282437204994,301.74,293.953,,0.2447399263313232,322.1114061732036,281.3685938267964,63.13122781820914
2019-08-15,MSFT,307.97,310.27,302.38,306.33,12112280,306.33,-0.0030591987502847084,302.47950000000003,294.1882,,0.24541071694965066,322.35973771434584,282.5992622856542,57.15898399246987
